pair,contact_times
device60<->device99,1
device60<->device83,1
device82<->device90,1
device6<->device82,1
device6<->device74,1
device2<->device41,1
device32<->device94,1
device79<->device83,1
device63<->device71,1
device38<->device88,1
device73<->device79,1
device1<->device76,1
device23<->device44,1
device84<->device97,1
device25<->device84,1
device63<->device69,1
device5<->device65,1
device22<->device65,1
device0<->device34,1
device31<->device36,1
device10<->device87,1
device2<->device79,1
device25<->device56,1
device29<->device45,1
device18<->device95,1
device74<->device94,1
device18<->device74,1
device13<->device63,1
device38<->device65,1
device19<->device21,1
device11<->device24,1
device18<->device91,1
device30<->device81,1
device31<->device64,1
device3<->device58,1
device25<->device65,1
device14<->device75,1
device3<->device92,1
device59<->device8,1
device30<->device75,1
device21<->device7,1
device21<->device95,1
device3<->device40,1
device46<->device59,1
device32<->device95,1
device20<->device95,1
device61<->device66,1
device67<->device94,1
device42<->device45,1
device59<->device71,1
device69<->device81,1
device81<->device94,1
device18<->device28,1
device62<->device86,1
device4<->device86,1
device0<->device38,1
device0<->device79,1
device5<->device6,1
device55<->device9,1
device28<->device55,1
device19<->device33,1
device33<->device99,1
device21<->device65,1
device29<->device97,1
device22<->device49,1
device20<->device68,1
device26<->device39,1
device35<->device55,1
device14<->device35,1
device59<->device77,1
device37<->device77,1
device31<->device77,1
device16<->device87,1
device51<->device61,1
device28<->device4,1
device48<->device86,1
device82<->device89,1
device25<->device89,1
device1<->device11,1
